budget,company,country,genre,gross,rating,runtime,score,votes,year
44000000,Warner Bros.,USA,Action,183875760,PG-13,130,7.8,226899,1993
20000000,Warner Bros.,USA,Adventure,77698625,PG,112,5.9,56085,1993
26000000,TriStar Pictures,USA,Drama,77324422,PG-13,125,7.7,191244,1993
30000000,Universal Pictures,USA,Crime,36948322,R,144,7.9,173380,1993
38000000,Touchstone Pictures,USA,Comedy,57319029,PG,107,5.4,39452,1993
57000000,Warner Bros.,USA,Action,58055768,R,115,6.6,133674,1993
0,TriStar Pictures,USA,Biography,22750363,PG,114,7.5,45697,1993
30000000,Walt Disney Pictures,Austria,Action,53898845,PG,105,6.4,43792,1993
30000000,Columbia Pictures Industries,USA,Drama,32200000,PG,139,7.2,39143,1993
17000000,Walt Disney Pictures,USA,Drama,44594000,R,87,6.4,30596,1993
15000000,Walt Disney Pictures,USA,Adventure,68856263,PG,98,6.9,75331,1993
15000000,Touchstone Pictures,USA,Action,23004026,R,112,6.4,7889,1993
3500000,New Line Cinema,USA,Crime,27900000,R,97,7.5,42874,1993
18000000,Universal Pictures,USA,Action,32589677,R,97,6.1,37456,1993
0,Warner Bros.,USA,Comedy,51270765,PG,94,5.5,47507,1993
25000000,TriStar Pictures,USA,Drama,10769960,PG,271,7.7,22949,1993
0,Walt Disney Pictures,USA,Drama,14543394,R,109,6.3,19826,1993
0,Walt Disney Pictures,USA,Comedy,44029386,PG,92,4.9,15276,1993
20000000,TriStar Pictures,USA,Comedy,11585483,PG-13,93,6.4,29457,1993
0,Metro-Goldwyn-Mayer (MGM),USA,Comedy,23202734,PG,98,7.2,48597,1993
0,Castle Rock Entertainment,USA,Crime,15185672,R,120,6.2,18215,1993
3000000,New Line Cinema,USA,Fantasy,15935068,R,87,4.3,21333,1993
45000000,Warner Bros.,USA,Crime,100768056,PG-13,141,6.6,63850,1993
15000000,Touchstone Pictures,USA,Biography,39100956,R,118,7.2,14287,1993
40000000,Columbia Pictures Industries,USA,Action,102314283,R,128,7.2,78551,1993
30000000,Warner Bros.,USA,Crime,31160784,PG-13,138,7.5,61676,1993
15000000,Columbia Pictures Industries,USA,Drama,22954968,PG,134,7.9,49507,1993
25000000,Walt Disney Pictures,USA,Action,38911970,PG-13,86,6.6,72228,1993
0,Warner Bros.,USA,Action,30038362,R,109,6,21683,1993
10000000,Walt Disney Pictures,USA,Comedy,53579269,PG,103,5.9,19681,1993
6000000,Warner Bros.,USA,Animation,5617391,PG,76,7.9,33504,1993
35000000,Walt Disney Pictures,USA,Action,63095271,R,125,6.2,37093,1993
0,TriStar Pictures,USA,Comedy,10340263,PG-13,96,4.2,23744,1993
14000000,Columbia Pictures Industries,USA,Drama,27515786,R,109,5.9,9850,1993
35000000,Columbia Pictures Industries,USA,Drama,18635620,PG-13,115,6.5,7190,1993
20000000,Castle Rock Entertainment,Canada,Crime,46044636,R,107,6.4,19410,1993
0,Warner Bros.,USA,Comedy,63270710,PG-13,110,6.8,42827,1993
12000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,6410676,R,112,6.9,17414,1993
8200000,New Line Cinema,USA,Action,27979400,PG-13,84,6.1,39412,1993
0,New Line Cinema,USA,Action,4916135,PG,100,5,6673,1993
0,Universal Pictures,USA,Animation,9315576,G,72,6.1,11383,1993
30000000,Columbia Pictures Industries,USA,Action,23798623,R,102,5.8,35484,1993
15000000,Columbia Pictures Industries,USA,Action,22189039,R,94,5.6,18494,1993
7500000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,18899204,PG-13,102,6.8,10810,1993
30000000,Universal Pictures,USA,Comedy,10997166,PG,96,6.1,10037,1993
0,Universal Pictures,USA,Comedy,9532895,PG,99,6.8,7511,1993
13500000,TriStar Pictures,USA,Comedy,11285588,PG,104,7.4,30925,1993
0,Universal Pictures,USA,Comedy,16581714,PG-13,104,6.9,13859,1993
6500000,Walt Disney Pictures,USA,Adventure,24103594,PG,108,6.2,6666,1993
0,Universal Pictures,USA,Comedy,11081586,R,97,6.2,18138,1993
0,Touchstone Pictures,USA,Comedy,3335984,PG-13,85,5.4,3667,1993
8000000,New Line Cinema,USA,Comedy,1710000,R,95,4.3,6381,1993
0,Metro-Goldwyn-Mayer (MGM),USA,Comedy,7852653,PG-13,91,5.7,5807,1993
0,Touchstone Pictures,USA,Comedy,12440858,PG,91,5.5,4691,1993
0,Metro-Goldwyn-Mayer (MGM),USA,Comedy,12416686,PG-13,90,6,6516,1993
30000000,Metro-Goldwyn-Mayer (MGM),USA,Action,8023147,PG,100,5,5627,1993
10000000,New Line Cinema,USA,Action,4247162,PG,84,3.6,7914,1993
0,Walt Disney Pictures,USA,Adventure,12890752,PG,100,6.6,2952,1993
18000000,Castle Rock Entertainment,USA,Adventure,1528163,PG-13,96,5.8,1253,1993
11000000,New Line Cinema,USA,Crime,16696219,R,106,6.2,6770,1993
6000000,New Line Cinema,USA,Comedy,12974636,R,87,5.1,3256,1993
0,Touchstone Pictures,USA,Action,20208496,PG-13,108,5.5,11561,1993
12000000,Walt Disney Pictures,USA,Horror,5086909,R,95,4.4,2839,1993
0,Castle Rock Entertainment,USA,Comedy,9745803,PG-13,96,5.6,7566,1993
0,Walt Disney Pictures,USA,Drama,5145462,PG-13,99,6.5,3451,1993
0,Columbia Pictures Industries,USA,Comedy,9285189,PG,114,6.7,2180,1993
0,Warner Bros.,USA,Drama,231700,PG-13,123,7.1,2547,1993
0,New Line Cinema,USA,Comedy,5495507,R,100,5.5,1699,1993
25000000,Castle Rock Entertainment,USA,Crime,28341469,R,142,9.3,1861666,1994
45000000,Walt Disney Pictures,USA,Animation,312900000,G,88,8.5,723070,1994
0,Universal Pictures,USA,Comedy,51764950,PG,82,6.3,36665,1994
18000000,New Line Cinema,USA,Comedy,119938730,PG-13,101,6.9,286352,1994
16000000,New Line Cinema,USA,Comedy,127175354,PG-13,107,7.3,306934,1994
34000000,Warner Bros.,USA,Crime,50282766,R,118,7.3,185627,1994
30000000,TriStar Pictures,USA,Drama,66638883,R,133,7.5,121453,1994
115000000,Walt Disney Pictures,USA,Action,146282411,R,141,7.2,202934,1994
63000000,Warner Bros.,USA,Adventure,25052000,PG-13,191,6.7,38101,1994
46000000,Universal Pictures,USA,Comedy,130512915,PG,91,4.8,64538,1994
18000000,Touchstone Pictures,USA,Biography,5887457,R,127,7.9,149166,1994
8000000,New Line Cinema,USA,Fantasy,18090181,R,112,6.4,41464,1994
45000000,TriStar Pictures,USA,Drama,22006296,R,123,6.4,44892,1994
15000000,Columbia Pictures Industries,USA,Drama,50083616,PG,115,7.3,39288,1994
40000000,Warner Bros.,USA,Comedy,38087756,PG,95,5.3,53644,1994
50000000,Walt Disney Pictures,USA,Adventure,16671505,PG,99,6,36625,1994
20000000,Warner Bros.,USA,Comedy,19288821,PG,107,6.3,21057,1994
0,Walt Disney Pictures,USA,Comedy,5370000,PG-13,92,6.1,40298,1994
8000000,New Line Cinema,USA,Fantasy,8946600,R,95,7.2,47554,1994
45000000,Warner Bros.,USA,Crime,92115211,PG-13,119,6.7,49609,1994
22000000,Walt Disney Pictures,USA,Comedy,144833357,PG,97,6.4,71963,1994
0,Touchstone Pictures,France,Comedy,25479558,PG,90,5.4,9254,1994
45000000,Warner Bros.,Peru,Action,57362581,R,110,5.5,53868,1994
0,Walt Disney Pictures,USA,Comedy,30577969,PG,93,5.2,15449,1994
55000000,Warner Bros.,USA,Drama,83015089,R,128,6,39139,1994
0,New Line Cinema,USA,Comedy,20160000,PG,115,6.5,10650,1994
70000000,Columbia Pictures Industries,USA,Drama,65012000,R,125,6.2,46095,1994
0,Walt Disney Pictures,USA,Romance,15240435,R,99,5.1,10190,1994
27000000,Walt Disney Pictures,USA,Animation,13670688,G,80,6,17391,1994
45000000,Universal Pictures,USA,Action,46815748,PG-13,111,6.3,35146,1994
8000000,Walt Disney Pictures,USA,Comedy,4350774,PG-13,79,6.6,10934,1994
25000000,New Line Cinema,USA,Comedy,22150451,PG-13,97,6.7,43444,1994
60000000,Universal Pictures,USA,Comedy,36763355,PG-13,109,4.6,56919,1994
0,TriStar Pictures,USA,Comedy,20042048,PG,115,6.5,16746,1994
0,Warner Bros.,USA,Comedy,30626182,PG,105,5.5,21665,1994
3500000,New Line Cinema,USA,Crime,16036534,R,96,6.6,11508,1994
0,Universal Pictures,USA,Action,16096000,R,115,5.7,14913,1994
0,TriStar Pictures,USA,Comedy,37800323,PG,101,6.3,29594,1994
0,Touchstone Pictures,USA,Drama,50021959,R,126,6.5,17718,1994
7400000,New Line Cinema,USA,Action,7690013,R,96,6.1,8846,1994
14000000,Universal Pictures,USA,Comedy,13640000,PG-13,115,6.9,6583,1994
12000000,Columbia Pictures Industries,USA,Action,8914777,PG,107,4.3,20024,1994
50000000,Metro-Goldwyn-Mayer (MGM),USA,Action,30155037,R,121,6.2,24421,1994
0,Walt Disney Pictures,USA,Family,17193886,PG,114,6.4,24126,1994
25000000,Universal Pictures,USA,Action,32055248,PG-13,108,6,19958,1994
0,Warner Bros.,USA,Adventure,4630377,G,88,6.6,7810,1994
40000000,Castle Rock Entertainment,USA,Adventure,7138449,PG,87,4.4,11852,1994
20000000,Columbia Pictures Industries,USA,Action,15340000,R,118,6.1,16576,1994
0,Touchstone Pictures,USA,Comedy,60822,PG-13,77,2.6,8844,1994
11000000,Touchstone Pictures,USA,Comedy,11439193,R,96,6.9,20548,1994
6200000,Warner Bros.,USA,Comedy,126247,PG,83,3.3,26638,1994
40000000,Castle Rock Entertainment,USA,Comedy,43622150,PG-13,116,5.5,15982,1994
0,Castle Rock Entertainment,USA,Comedy,12211068,PG,119,6.1,8249,1994
15000000,TriStar Pictures,USA,Comedy,6798240,PG-13,97,5.4,8563,1994
0,New Line Cinema,Japan,Adventure,16344520,PG,96,5.3,5382,1994
0,Walt Disney Pictures,USA,Adventure,21006361,PG,108,6.5,6113,1994
6000000,Universal Pictures,USA,Comedy,38824341,R,112,6.6,11123,1994
0,Touchstone Pictures,USA,Adventure,3662459,PG-13,80,5.1,7171,1994
0,Columbia Pictures Industries,USA,Comedy,1777020,R,104,6.8,1290,1994
30000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,18438164,PG,109,4.6,6383,1994
0,Columbia Pictures Industries,USA,Comedy,7892208,PG-13,92,4.8,7048,1994
0,TriStar Pictures,USA,Comedy,11384038,PG,93,5,5507,1994
30000000,Warner Bros.,UK,Comedy,1519366,PG-13,122,5.4,3439,1994
15000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,70936,PG,85,5.7,1234,1994
0,Touchstone Pictures,USA,Drama,3428774,PG-13,106,6.3,4420,1994
0,Walt Disney Pictures,USA,Adventure,8878839,PG,100,5.4,1764,1994
44000000,Columbia Pictures Industries,USA,Comedy,10209111,PG-13,115,5.6,2180,1994
15000000,Universal Pictures,USA,Comedy,1299060,PG,108,6.2,2920,1994
19200000,Walt Disney Pictures,USA,Adventure,3337685,PG,102,6.1,939,1994
18000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,7503192,PG-13,107,5.7,3264,1994
50000000,TriStar Pictures,USA,Action,100475249,PG,104,6.9,232339,1995
60000000,Warner Bros.,USA,Action,67436818,R,170,8.2,470080,1995
55000000,Walt Disney Pictures,USA,Animation,141600000,G,81,6.7,133708,1995
29000001,Universal Pictures,USA,Mystery,57141459,R,129,8,500403,1995
100000000,Warner Bros.,USA,Action,184031112,PG-13,121,5.4,203965,1995
52000000,Universal Pictures,France,Crime,42438300,R,178,8.2,367532,1995
50000000,Universal Pictures,USA,Comedy,100328194,PG,100,6,94596,1995
3500000,New Line Cinema,USA,Comedy,27467564,R,91,7.3,82224,1995
2500000,Castle Rock Entertainment,USA,Drama,5535405,R,101,8.1,207167,1995
18000000,New Line Cinema,USA,Action,70454098,PG-13,101,5.8,87007,1995
52000000,Universal Pictures,USA,Adventure,173837933,PG,140,7.6,224635,1995
10000000,Universal Pictures,USA,Comedy,25588750,PG-13,89,6.4,112423,1995
175000000,Universal Pictures,USA,Action,88246220,PG-13,135,6.1,153742,1995
16000000,Columbia Pictures Industries,USA,Drama,43182776,PG,136,7.7,84237,1995
30250000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,72077000,R,105,6.9,66364,1995
62000000,Universal Pictures,USA,Comedy,65000000,PG-13,114,6.8,45293,1995
35000000,Metro-Goldwyn-Mayer (MGM),USA,Action,60074103,R,108,5.8,64667,1995
0,New Line Cinema,USA,Biography,2424439,R,102,7.3,86655,1995
7000000,Columbia Pictures Industries,USA,Action,25625110,R,104,7.2,147918,1995
30000000,Universal Pictures,Australia,Comedy,66600000,G,91,6.8,100541,1995
32000000,TriStar Pictures,Japan,Action,18636537,R,107,6.4,73223,1995
0,Universal Pictures,USA,Adventure,29412050,PG-13,100,6.2,24344,1995
0,Walt Disney Pictures,USA,Animation,35348597,G,78,6.8,36877,1995
22000000,Universal Pictures,USA,Horror,9417567,R,99,5.6,23569,1995
17000000,Warner Bros.,USA,Drama,10019307,G,97,7.7,26945,1995
0,Universal Pictures,USA,Comedy,36474193,PG-13,109,6.4,22962,1995
0,New Line Cinema,USA,Comedy,27400000,PG-13,100,6.8,22719,1995
0,Castle Rock Entertainment,USA,Crime,24361867,R,132,7.4,30927,1995
15000000,Walt Disney Pictures,USA,Action,37804616,PG,95,5.1,21647,1995
50000000,Warner Bros.,USA,Action,67823573,R,127,6.6,95549,1995
24000000,Warner Bros.,USA,Drama,71516617,PG-13,135,7.6,58975,1995
20000000,Columbia Pictures Industries,USA,Comedy,21284514,R,106,6.8,36974,1995
60000000,Warner Bros.,USA,Action,50024083,R,100,5.4,38220,1995
25000000,TriStar Pictures,Canada,Action,19076000,R,100,5.6,58885,1995
0,Columbia Pictures Industries,USA,Crime,38290723,R,127,6.5,15576,1995
20000000,Walt Disney Pictures,USA,Drama,50012507,PG-13,102,6.7,26520,1995
50000000,Warner Bros.,France,Action,30306268,R,132,6.3,67317,1995
55000000,Columbia Pictures Industries,USA,Action,37600435,PG-13,134,5.9,59052,1995
22000000,Columbia Pictures Industries,USA,Action,50727965,PG-13,114,5.9,51864,1995
45000000,Columbia Pictures Industries,USA,Drama,35617599,PG,96,5.9,22044,1995
0,Warner Bros.,USA,Action,36853222,R,102,6.4,20952,1995
10000000,Universal Pictures,USA,Comedy,23574130,PG-13,117,6.2,9152,1995
0,Columbia Pictures Industries,USA,Comedy,442965,R,92,6.8,12713,1995
11000000,Castle Rock Entertainment,USA,Drama,2112951,R,123,6.9,7965,1995
16000000,Walt Disney Pictures,USA,Comedy,67052156,R,124,5.7,7977,1995
0,Warner Bros.,USA,Drama,17382000,R,122,7.3,23058,1995
35000000,Universal Pictures,USA,Action,20350171,R,111,5.7,27472,1995
0,Walt Disney Pictures,USA,Comedy,69700000,PG-13,103,5.4,31410,1995
25000000,Universal Pictures,USA,Crime,13040603,R,128,6.9,17650,1995
0,Walt Disney Pictures,USA,Action,24700000,PG,107,5,7352,1995
0,Walt Disney Pictures,USA,Adventure,23735802,PG,97,5.6,8150,1995
27000000,TriStar Pictures,USA,Crime,16030096,R,102,6.7,14406,1995
0,Universal Pictures,Canada,Adventure,6029091,PG,94,6,3561,1995
68000000,Columbia Pictures Industries,USA,Action,35324232,R,110,5.6,34091,1995
40000000,Walt Disney Pictures,USA,Action,14942422,R,101,5.9,14977,1995
0,Walt Disney Pictures,USA,Adventure,7919823,PG-13,90,5.5,4842,1995
0,Walt Disney Pictures,USA,Comedy,12100000,PG-13,106,6.1,4239,1995
50000000,Warner Bros.,USA,Action,11534477,R,91,4.1,10655,1995
0,Universal Pictures,USA,Drama,2568429,PG-13,97,7.7,8061,1995
0,Castle Rock Entertainment,USA,Comedy,33194500,PG-13,101,6.4,9897,1995
15000000,Metro-Goldwyn-Mayer (MGM),USA,Drama,3987649,PG,96,6.7,5577,1995
10000000,Universal Pictures,USA,Action,6607652,R,100,5.9,3978,1995
15000000,TriStar Pictures,USA,Fantasy,12201255,R,106,5.3,5398,1995
28000000,Metro-Goldwyn-Mayer (MGM),Ireland,Animation,3983912,G,74,5.6,3607,1995
0,TriStar Pictures,USA,Comedy,17014653,PG-13,88,4.1,6575,1995
6400000,TriStar Pictures,USA,Crime,6849998,R,86,5.1,5483,1995
0,Touchstone Pictures,USA,Drama,15453274,PG-13,93,5.3,5568,1995
14000000,Touchstone Pictures,USA,Biography,2474000,PG-13,139,5.7,2535,1995
0,Touchstone Pictures,USA,Crime,3700000,R,108,5.4,2411,1995
23000000,Castle Rock Entertainment,UK,Action,5750110,R,100,6.6,4306,1995
0,Walt Disney Pictures,USA,Adventure,11642946,PG,81,6.4,2182,1995
0,Warner Bros.,USA,Adventure,3674841,PG,100,5.1,1191,1995
0,Castle Rock Entertainment,UK,Comedy,346839,R,99,7.3,2095,1995
92000000,Warner Bros.,USA,Action,241721524,PG-13,113,6.3,152463,1996
75000000,Walt Disney Pictures,USA,Action,306169255,PG-13,145,7,461225,1996
36000000,TriStar Pictures,USA,Comedy,33084249,PG,98,6.8,98249,1996
12000000,Universal Pictures,USA,Comedy,38624000,PG-13,92,7,166846,1996
50000000,TriStar Pictures,USA,Comedy,153952592,R,139,7.3,204244,1996
15000000,Columbia Pictures Industries,USA,Drama,24881000,R,101,6.3,62195,1996
80000000,Warner Bros.,USA,Animation,90463534,PG,88,6.3,124368,1996
36000000,Columbia Pictures Industries,USA,Biography,20191312,R,129,7.3,76047,1996
40000000,New Line Cinema,USA,Horror,27663982,PG-13,96,4.4,27551,1996
100000000,Walt Disney Pictures,USA,Animation,100138851,G,91,6.9,113772,1996
25000000,Walt Disney Pictures,USA,Drama,7340103,PG-13,124,6.8,30726,1996
55000000,Warner Bros.,USA,Action,56569216,R,133,6.4,43393,1996
7000000,Columbia Pictures Industries,USA,Comedy,560069,R,91,7.1,58644,1996
75000000,Walt Disney Pictures,USA,Adventure,136189294,G,103,5.7,81872,1996
38000000,Walt Disney Pictures,UK,Animation,28934758,PG,79,6.7,52633,1996
40000000,Castle Rock Entertainment,USA,Comedy,33109743,R,115,4.3,36876,1996
57000000,Universal Pictures,USA,Action,51367375,PG-13,103,6.4,82032,1996
47000000,Columbia Pictures Industries,USA,Comedy,60240295,PG-13,96,6.1,130570,1996
18000000,Castle Rock Entertainment,UK,Drama,4414535,PG-13,242,7.8,32078,1996
30000000,Universal Pictures,New Zealand,Comedy,16759216,R,110,7.1,71729,1996
50000000,Walt Disney Pictures,USA,Action,70770147,R,108,6,81083,1996
45000000,Columbia Pictures Industries,USA,Comedy,20100000,PG-13,117,6,26196,1996
9000000,New Line Cinema,USA,Action,36049108,R,123,6.8,11203,1996
0,Walt Disney Pictures,USA,Action,22936273,PG,104,5.3,20543,1996
31000000,Walt Disney Pictures,USA,Comedy,25785603,PG-13,92,6,18045,1996
80000000,Touchstone Pictures,USA,Action,136492681,R,121,6.6,104513,1996
32000000,Touchstone Pictures,USA,Drama,104636382,PG,123,6.4,66920,1996
55000000,TriStar Pictures,USA,Action,18573791,R,116,5.8,40765,1996
4000000,Castle Rock Entertainment,USA,Comedy,2923982,R,84,7.6,23604,1996
0,Columbia Pictures Industries,USA,Adventure,24506082,PG,107,6.8,20777,1996
28000000,Warner Bros.,UK,Biography,11092559,R,133,7.1,25719,1996
5000000,Columbia Pictures Industries,USA,Drama,13269963,R,135,7.5,24495,1996
25000000,Universal Pictures,USA,Action,21162420,R,84,5.8,31241,1996
36000000,Castle Rock Entertainment,USA,Drama,13052741,PG-13,130,6.7,8989,1996
45000000,Warner Bros.,USA,Action,20100000,R,91,5.3,16419,1996
42000000,TriStar Pictures,USA,Comedy,41252428,PG-13,126,6.5,12186,1996
0,Walt Disney Pictures,USA,Comedy,34073143,PG-13,97,6.3,23091,1996
60000000,Touchstone Pictures,USA,Drama,51088705,PG-13,124,6.1,11967,1996
0,Walt Disney Pictures,USA,Adventure,49142277,G,89,5.9,11514,1996
25530000,Universal Pictures,USA,Family,20047715,PG,95,5.2,8610,1996
0,Castle Rock Entertainment,USA,Drama,726207,R,121,6.8,7747,1996
0,Metro-Goldwyn-Mayer (MGM),USA,Comedy,6970578,PG,108,5.7,6920,1996
44000000,Columbia Pictures Industries,USA,Drama,22754725,R,118,5.6,14796,1996
25000000,Columbia Pictures Industries,USA,Action,14502483,R,101,5.4,16973,1996
25000000,New Line Cinema,UK,Adventure,15094530,G,90,5.3,4408,1996
38000000,Castle Rock Entertainment,USA,Crime,17305211,R,118,6.1,14855,1996
50000000,Universal Pictures,USA,Crime,14551359,R,113,6,11040,1996
15000000,New Line Cinema,USA,Action,2409225,PG-13,93,2.4,8315,1996
0,TriStar Pictures,USA,Comedy,20951277,PG-13,86,5.5,11343,1996
40000000,Castle Rock Entertainment,USA,Drama,20200000,R,111,6.2,17531,1996
23000000,Castle Rock Entertainment,USA,Adventure,11567023,PG,109,5.7,4485,1996
0,Metro-Goldwyn-Mayer (MGM),USA,Drama,3363968,PG-13,123,6.5,3564,1996
25000000,Metro-Goldwyn-Mayer (MGM),USA,Action,17100000,R,98,5.3,7433,1996
25000000,TriStar Pictures,USA,Comedy,10070000,PG-13,105,6.2,6054,1996
0,Metro-Goldwyn-Mayer (MGM),USA,Animation,8620500,G,82,5.5,4507,1996
0,Castle Rock Entertainment,Ireland,Drama,608032,R,112,7.3,2238,1996
0,TriStar Pictures,USA,Adventure,1945552,PG,100,5.3,2772,1996
0,New Line Cinema,USA,Drama,290978,R,109,6.4,1340,1996
7000000,Walt Disney Pictures,UK,Drama,106606,R,95,5.8,1986,1996
0,Touchstone Pictures,USA,Drama,5858000,R,103,5.8,3503,1996
6000000,Castle Rock Entertainment,USA,Drama,12643776,PG-13,117,6.9,4971,1996
200000000,Walt Disney Pictures,USA,Drama,658672302,PG-13,194,7.8,862554,1997
85000000,Walt Disney Pictures,USA,Animation,99046791,G,93,7.2,159637,1997
105000000,TriStar Pictures,USA,Action,54814377,R,129,7.2,235069,1997
90000000,Warner Bros.,USA,Drama,100920329,PG,150,7.4,217655,1997
75000000,Touchstone Pictures,USA,Action,101117573,R,115,6.8,239462,1997
15000000,New Line Cinema,USA,Drama,26400640,R,155,7.9,201945,1997
90000000,Columbia Pictures Industries,USA,Adventure,250690539,PG-13,98,7.3,438633,1997
125000000,Warner Bros.,USA,Action,107325195,PG-13,125,3.7,202339,1997
36000000,Columbia Pictures Industries,USA,Drama,12339633,PG-13,106,7.8,238316,1997
57000000,Warner Bros.,USA,Drama,60984028,R,144,7.5,279086,1997
73000000,Universal Pictures,USA,Action,229086679,PG-13,129,6.5,305054,1997
50000000,Walt Disney Pictures,USA,Animation,58406347,G,94,7.1,94409,1997
90000000,Walt Disney Pictures,USA,Action,49323468,PG-13,104,5.4,62450,1997
50000000,TriStar Pictures,USA,Comedy,148478011,PG-13,139,7.7,238028,1997
45000000,Universal Pictures,USA,Comedy,181410615,PG-13,86,6.8,237870,1997
116000000,Universal Pictures,USA,Action,67127760,PG-13,108,5.9,67277,1997
40000000,New Line Cinema,USA,Action,54967359,R,96,5.2,56225,1997
46000000,TriStar Pictures,USA,Comedy,127120029,PG-13,105,6.3,106240,1997
0,Touchstone Pictures,USA,Comedy,29205077,R,92,6.2,36016,1997
36000000,DreamWorks Animation,USA,Drama,44175394,R,155,7.3,60668,1997
55000000,Walt Disney Pictures,USA,Action,105263257,PG,92,5.4,60243,1997
85000000,Columbia Pictures Industries,USA,Action,172956409,R,124,6.5,155674,1997
32000000,Walt Disney Pictures,USA,Comedy,30882515,PG,102,4.3,83369,1997
25000000,Columbia Pictures Industries,UK,Comedy,29342592,PG,93,3.4,29357,1997
50000000,Castle Rock Entertainment,USA,Action,50007168,R,121,6.7,42417,1997
30000000,New Line Cinema,USA,Action,35927406,PG-13,95,3.7,38860,1997
60000000,Universal Pictures,USA,Action,54930280,R,124,6.4,92834,1997
35000000,Warner Bros.,USA,Crime,25078937,R,155,6.6,33319,1997
25000000,Warner Bros.,USA,Comedy,36429528,PG,93,5.9,36231,1997
86000000,Columbia Pictures Industries,USA,Action,42868348,R,111,6.1,49303,1997
75000000,Warner Bros.,USA,Action,75982834,R,135,6.7,81477,1997
32000000,Walt Disney Pictures,USA,Comedy,59925026,PG,105,5.1,19393,1997
80000000,Walt Disney Pictures,USA,Comedy,92977226,PG,93,5.2,69813,1997
38000000,DreamWorks Animation,USA,Comedy,61917389,PG,98,6.4,44226,1997
0,Columbia Pictures Industries,USA,Comedy,29291566,PG-13,109,6,28959,1997
50000000,DreamWorks Animation,USA,Action,41263140,R,124,5.9,48476,1997
0,Universal Pictures,USA,Drama,5799672,R,113,7.1,15417,1997
60000000,Warner Bros.,USA,Action,16228448,R,105,5,14530,1997
3000000,Walt Disney Pictures,USA,Comedy,24629916,PG,98,5.1,13907,1997
25000000,New Line Cinema,USA,Action,41067398,R,97,6.2,23799,1997
25000000,Touchstone Pictures,USA,Action,44455658,R,98,6.7,38128,1997
20000000,Columbia Pictures Industries,USA,Action,14327206,PG-13,101,5.3,11399,1997
0,New Line Cinema,USA,Comedy,7240837,PG-13,91,4.1,3000,1997
48000000,Metro-Goldwyn-Mayer (MGM),USA,Crime,22415440,R,122,6.3,13892,1997
0,Columbia Pictures Industries,USA,Comedy,20060051,R,79,5.3,6739,1997
20000000,Warner Bros.,USA,Action,13801755,PG,94,6.6,25388,1997
25000000,Warner Bros.,USA,Action,13104494,R,140,7.2,6487,1997
25000000,Universal Pictures,UK,Comedy,9381260,PG-13,93,6.4,20507,1997
0,Warner Bros.,USA,Action,25826788,R,107,6.1,24953,1997
28000000,Universal Pictures,USA,Comedy,8119205,PG,89,5.4,4549,1997
0,Warner Bros.,USA,Comedy,34656904,R,100,6.1,20829,1997
30000000,Walt Disney Pictures,USA,Adventure,21382456,PG,87,3.9,12708,1997
50000000,Warner Bros.,USA,Crime,10556196,PG-13,100,6.2,17297,1997
0,Warner Bros.,USA,Adventure,3519178,PG,86,4.6,7706,1997
55000000,Touchstone Pictures,USA,Action,31987563,R,117,5.5,22499,1997
24000000,New Line Cinema,USA,Drama,2618335,R,102,5.8,5888,1997
0,Touchstone Pictures,USA,Drama,7928412,R,105,6,4550,1997
0,Walt Disney Pictures,USA,Comedy,27974168,PG-13,106,6.1,6714,1997
35000000,Universal Pictures,USA,Comedy,31611225,PG-13,115,5.7,8578,1997
0,Universal Pictures,USA,Fantasy,6086891,PG-13,95,4.8,6906,1997
0,Metro-Goldwyn-Mayer (MGM),USA,Adventure,7183046,PG,98,5.3,2472,1997
0,Columbia Pictures Industries,USA,Action,1890472,PG-13,106,5.2,3058,1997
71000000,Metro-Goldwyn-Mayer (MGM),USA,Action,11466088,R,100,4.8,9453,1997
0,New Line Cinema,USA,Action,5079851,R,95,4.5,1686,1997
0,TriStar Pictures,UK,Drama,283081,PG-13,115,6.9,2496,1997
70000000,DreamWorks Animation,USA,Drama,216540909,R,169,8.6,979007,1998
7500000,New Line Cinema,USA,Crime,6719864,R,119,8.5,857333,1998
90000000,Walt Disney Pictures,USA,Animation,120620254,G,88,7.6,193214,1998
140000000,Touchstone Pictures,USA,Action,201573391,PG-13,151,6.6,344203,1998
0,Summit Entertainment,UK,Comedy,3650677,R,107,8.2,450149,1998
23000000,Walt Disney Pictures,USA,Comedy,176484651,R,119,7.1,259794,1998
90000000,Universal Pictures,USA,Drama,44619100,PG-13,178,7.1,180700,1998
60000000,Universal Pictures,USA,Action,32940507,R,111,6.1,57649,1998
25000000,Universal Pictures,USA,Comedy,100317794,R,123,7.2,187035,1998
33000000,New Line Cinema,USA,Action,141153686,PG-13,98,6.9,201905,1998
65000000,Warner Bros.,USA,Comedy,115821495,PG,119,6.6,163612,1998
80000000,New Line Cinema,USA,Action,69117629,PG-13,130,5.1,61386,1998
70000000,DreamWorks Animation,USA,Animation,101217900,PG,99,7,98359,1998
