budget,company,country,genre,gross,rating,runtime,score,votes,year
130000000,Columbia Pictures Industries,USA,Action,138608444,R,147,6.6,190484,2003
55000000,Universal Pictures,USA,Comedy,104565114,R,96,6.3,171577,2003
30000000,New Line Cinema,USA,Comedy,41407470,PG,111,7.6,45722,2003
26000000,New Line Cinema,USA,Horror,46961214,R,90,6.2,129165,2003
50000000,Universal Pictures,USA,Crime,19593740,R,130,7.6,94693,2003
15000000,DreamWorks Animation,USA,Drama,13005485,R,126,7.6,58778,2003
17000000,Walt Disney Pictures,USA,Adventure,42672630,PG,94,5.4,30128,2003
29000000,Columbia Pictures Industries,USA,Action,56359780,R,102,6.4,137276,2003
18000000,Touchstone Pictures,USA,Comedy,43610723,PG-13,113,6.8,39134,2003
60000000,DreamWorks Animation,USA,Animation,26483452,PG,85,6.7,39745,2003
20000000,Warner Bros.,USA,Comedy,35990505,PG,105,5.8,51247,2003
80000000,Columbia Pictures Industries,USA,Comedy,124728738,PG-13,128,6.7,96603,2003
40000000,Columbia Pictures Industries,USA,Horror,59694580,R,98,5.8,94370,2003
80000000,Columbia Pictures Industries,USA,Action,116934650,PG-13,117,6,125305,2003
35000000,Universal Pictures,UK,Action,28082366,PG,100,6.1,121464,2003
26000000,Metro-Goldwyn-Mayer (MGM),USA,Action,47811138,PG,102,5,28662,2003
90000000,Walt Disney Pictures,USA,Comedy,75847266,PG,100,4.9,34691,2003
23000000,Columbia Pictures Industries,USA,Comedy,60060328,R,91,7.1,118278,2003
62000000,Warner Bros.,USA,Comedy,36906460,PG-13,116,7.3,111886,2003
46000000,Touchstone Pictures,USA,Action,52802140,PG-13,115,6.6,118822,2003
128000000,Walt Disney Pictures,USA,Animation,85336277,G,85,6.8,77498,2003
0,Touchstone Pictures,USA,Mystery,21384035,R,118,4.9,19082,2003
16000000,Warner Bros.,USA,Comedy,34308901,PG-13,100,5.1,16779,2003
33000000,Touchstone Pictures,USA,Comedy,132716677,PG-13,105,5.6,31366,2003
80000000,Warner Bros.,Germany,Animation,20991364,PG,100,5.7,26853,2003
50000000,Metro-Goldwyn-Mayer (MGM),USA,Action,40905277,PG-13,105,6.5,49072,2003
55000000,Walt Disney Pictures,USA,Comedy,33832741,PG-13,118,5.8,46442,2003
60000000,Castle Rock Entertainment,USA,Action,66934963,PG,89,4.4,25060,2003
60000000,Universal Pictures,USA,Comedy,35327628,PG-13,100,6.3,80789,2003
18000000,Universal Pictures,USA,Drama,30222640,PG-13,94,5.3,38850,2003
38000000,Walt Disney Pictures,USA,Horror,7659747,R,102,5.2,15575,2003
19000000,New Line Cinema,USA,Comedy,26276465,PG-13,85,3.4,32064,2003
18000000,Walt Disney Pictures,USA,Comedy,56127162,PG-13,95,5.4,60573,2003
50000000,Touchstone Pictures,USA,Action,60476872,PG-13,114,6.2,87352,2003
45000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,90186328,PG-13,95,4.7,50536,2003
87000000,Universal Pictures,USA,Drama,120277854,PG-13,140,7.3,59979,2003
20000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,36922190,PG-13,92,6.1,30845,2003
30000000,Warner Bros.,USA,Action,34604054,R,101,5.8,36878,2003
0,Columbia Pictures Industries,USA,Action,35764982,PG-13,88,5.6,41326,2003
20000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,15408822,PG-13,101,5.6,14915,2003
22000000,New Line Cinema,Canada,Drama,6886089,PG-13,100,6.2,15832,2003
18000000,DreamWorks Animation,USA,Comedy,3203044,R,108,6.4,26603,2003
52000000,Metro-Goldwyn-Mayer (MGM),USA,Action,23020488,PG-13,104,5.5,43940,2003
35200000,DreamWorks Animation,USA,Comedy,37788228,PG-13,95,5.4,15690,2003
10000000,Touchstone Pictures,UK,Comedy,31041759,PG-13,108,6.9,20538,2003
0,Castle Rock Entertainment,USA,Comedy,17508936,PG-13,91,7.3,23253,2003
0,DreamWorks Animation,USA,Action,21701045,PG-13,110,4.6,11532,2003
17000000,Touchstone Pictures,Ireland,Biography,1571504,R,98,6.9,17055,2003
17000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,37566230,PG,100,5.1,3591,2003
29000000,New Line Cinema,USA,Drama,81001787,PG-13,123,7.9,430711,2004
175000000,Warner Bros.,USA,Drama,133378256,R,163,7.2,414038,2004
60000000,Touchstone Pictures,USA,Drama,114197520,PG-13,108,6.5,209350,2004
130000000,Warner Bros.,UK,Adventure,249358727,PG,142,7.8,427343,2004
125000000,Walt Disney Pictures,USA,Action,186740799,PG-13,124,6.4,356977,2004
25000000,DreamWorks Animation,USA,Comedy,17718223,R,93,6.6,171296,2004
0,Universal Pictures,UK,Comedy,13542874,R,99,8,428784,2004
160000000,Universal Pictures,USA,Action,120177084,PG-13,131,6,211483,2004
70000000,Warner Bros.,UK,Drama,51268815,PG-13,143,7.3,102339,2004
30000000,Warner Bros.,USA,Drama,100492203,PG-13,132,8.1,528910,2004
50000000,Touchstone Pictures,USA,Adventure,24006726,R,119,7.3,151463,2004
27000000,Columbia Pictures Industries,USA,Drama,33987757,R,104,7.3,177735,2004
20000000,Walt Disney Pictures,USA,Comedy,114326736,PG-13,92,6.7,198343,2004
120000000,Touchstone Pictures,USA,Action,51882244,PG-13,126,6.3,144158,2004
200000000,Columbia Pictures Industries,USA,Action,373585825,PG-13,127,7.3,451467,2004
120000000,Walt Disney Pictures,USA,Action,144801023,PG-13,115,7.1,423244,2004
75000000,Universal Pictures,USA,Action,176241941,PG-13,108,7.8,379648,2004
150000000,DreamWorks Animation,USA,Animation,436471036,PG,93,7.2,342666,2004
155000000,Warner Bros.,Germany,Action,34297191,R,175,5.5,146107,2004
105000000,Universal Pictures,USA,Action,57761012,PG-13,119,6.7,193580,2004
20000000,Warner Bros.,USA,Comedy,51438175,PG,95,5.9,68595,2004
60000000,DreamWorks Animation,USA,Comedy,77872883,PG-13,128,7.3,330983,2004
75000000,Columbia Pictures Industries,USA,Comedy,120908074,PG-13,99,6.8,283647,2004
26000000,DreamWorks Animation,USA,Comedy,85288303,PG-13,94,7.2,286238,2004
60000000,Walt Disney Pictures,USA,Action,80282231,PG-13,101,5.6,157399,2004
100000000,Walt Disney Pictures,USA,Action,173008894,PG,131,6.9,268591,2004
40000000,Walt Disney Pictures,USA,Comedy,95170481,G,113,5.7,59819,2004
65000000,New Line Cinema,USA,Action,52411906,R,113,5.9,143476,2004
30000000,Universal Pictures,Germany,Action,61188085,PG-13,118,7.3,50432,2004
110000000,Warner Bros.,USA,Crime,125544280,PG-13,125,6.5,305800,2004
42000000,Universal Pictures,USA,Comedy,88097164,PG-13,90,5.9,111747,2004
10000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,9436390,PG,89,5.3,13433,2004
10000000,Columbia Pictures Industries,USA,Horror,110359362,PG-13,91,5.9,123089,2004
15000000,Walt Disney Pictures,Germany,Comedy,29331068,PG,89,4.6,24586,2004
165000000,Castle Rock Entertainment,USA,Animation,183373735,G,100,6.6,134170,2004
80000000,Universal Pictures,USA,Comedy,279261160,PG-13,115,6.3,223589,2004
75000000,DreamWorks Animation,USA,Animation,160861908,PG,90,6,142203,2004
45000000,Warner Bros.,USA,Crime,32682342,R,103,6.2,69195,2004
100000000,Warner Bros.,USA,Action,40202379,PG-13,104,3.3,93348,2004
20000000,Columbia Pictures Industries,Hong Kong,Action,17108591,R,99,7.8,106883,2004
35000000,Touchstone Pictures,USA,Comedy,39799191,R,104,6.2,88680,2004
56000000,Metro-Goldwyn-Mayer (MGM),USA,Action,45860039,PG-13,86,6.2,57133,2004
80000000,Warner Bros.,USA,Animation,84216833,PG,93,5,36847,2004
80000000,Columbia Pictures Industries,USA,Comedy,42044321,PG-13,131,6.4,69272,2004
40000000,Universal Pictures,USA,Biography,75331600,PG-13,152,7.7,118242,2004
40000000,Universal Pictures,UK,Comedy,40226215,R,108,5.9,86030,2004
15000000,New Line Cinema,USA,Family,10411980,PG,100,5.9,23974,2004
30000000,Metro-Goldwyn-Mayer (MGM),USA,Drama,12831121,PG-13,114,7,47335,2004
25000000,Walt Disney Pictures,USA,Action,36611066,PG-13,97,4.4,35086,2004
45000000,Walt Disney Pictures,USA,Action,21009180,PG-13,113,6.1,47448,2004
31000000,Universal Pictures,UK,Comedy,17001133,PG-13,98,6.3,54188,2004
25000000,New Line Cinema,USA,Action,32003620,PG-13,94,6.5,82822,2004
35000000,Walt Disney Pictures,USA,Animation,75369589,PG,80,5,64907,2004
16000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,13922211,R,86,4.4,19204,2004
24000000,DreamWorks Animation,USA,Comedy,17071962,PG-13,100,5.6,23925,2004
100000000,Touchstone Pictures,USA,Action,67286731,PG-13,136,6.7,70672,2004
58000000,New Line Cinema,USA,Action,28328132,PG-13,97,6.3,40092,2004
40000000,Warner Bros.,USA,Action,21215059,PG-13,84,4,24682,2004
0,The Weinstein Company,UK,Drama,4835065,R,114,6.4,32405,2004
30000000,Warner Bros.,USA,Comedy,14018364,PG,100,4.9,18830,2004
20000000,New Line Cinema,UK,Drama,5005883,R,100,6.1,31210,2004
107000000,Touchstone Pictures,USA,Drama,22414961,PG-13,137,6,17664,2004
55000000,Touchstone Pictures,USA,Action,74541707,PG-13,115,6.5,50406,2004
50000000,Touchstone Pictures,USA,Comedy,37486138,PG-13,119,6,32370,2004
40000000,DreamWorks Animation,USA,Comedy,12181484,PG-13,99,4.8,27466,2004
20000000,Metro-Goldwyn-Mayer (MGM),UK,Biography,13337299,PG-13,125,6.6,10018,2004
110000000,Walt Disney Pictures,USA,Animation,50030461,PG,76,5.4,15266,2004
26000000,Walt Disney Pictures,USA,Comedy,48116322,PG,93,4.3,9859,2004
26000000,Walt Disney Pictures,USA,Comedy,14469428,PG-13,110,5.2,11058,2004
0,New Line Cinema,USA,Action,367027,R,80,5.7,7657,2004
18000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,65111277,PG-13,106,5.7,11281,2004
30000000,Touchstone Pictures,USA,Comedy,21800302,PG-13,104,5.5,12740,2004
45000000,DreamWorks Animation,USA,Comedy,11663156,PG-13,91,5.3,18771,2004
20000000,Universal Pictures,USA,Comedy,8054280,PG-13,108,6.3,7171,2004
150000000,Warner Bros.,USA,Adventure,206459076,PG,115,6.7,350762,2005
150000000,Warner Bros.,UK,Adventure,290013036,PG-13,157,7.7,429209,2005
150000000,Warner Bros.,USA,Action,206852432,PG-13,152,8.3,1075968,2005
40000000,Universal Pictures,USA,Action,25514517,PG-13,119,7.9,255155,2005
54000000,Warner Bros.,USA,Action,70511035,R,132,8.2,867117,2005
50000000,Touchstone Pictures,UK,Adventure,51085416,PG,109,6.8,165212,2005
40000000,New Line Cinema,USA,Comedy,209218368,R,119,7,295346,2005
180000000,Walt Disney Pictures,USA,Adventure,291709845,PG,143,6.9,310549,2005
130000000,Walt Disney Pictures,USA,Action,47398413,R,144,7.2,232742,2005
100000000,Warner Bros.,USA,Drama,75976178,R,121,6.9,253723,2005
43000000,Walt Disney Pictures,Canada,Action,24409722,PG-13,97,4.8,75843,2005
19000000,Metro-Goldwyn-Mayer (MGM),USA,Drama,65233369,R,90,6,91483,2005
70000000,Columbia Pictures Industries,USA,Comedy,179495555,PG-13,118,6.6,259673,2005
207000000,Universal Pictures,New Zealand,Action,218080025,PG-13,187,7.2,340976,2005
26000000,Universal Pictures,USA,Comedy,109449237,R,116,7.1,334507,2005
40000000,Warner Bros.,USA,Animation,53359111,PG,77,7.4,205383,2005
35000000,Walt Disney Pictures,USA,Adventure,63946815,PG,100,6.2,66438,2005
126000000,DreamWorks Animation,USA,Action,35818913,PG-13,136,6.9,275721,2005
88000000,Universal Pictures,USA,Biography,61649911,PG-13,144,8,156991,2005
72000000,Universal Pictures,USA,Action,62658220,R,125,7,152251,2005
70000000,DreamWorks Animation,France,Crime,47403685,R,164,7.6,186355,2005
53000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,56046979,PG-13,118,5.7,61786,2005
32000000,New Line Cinema,USA,Crime,31493782,R,96,7.5,198947,2005
100000000,Walt Disney Pictures,USA,Action,154696080,PG-13,106,5.7,280250,2005
65000000,Columbia Pictures Industries,USA,Action,29258869,PG,101,6.1,74238,2005
25000000,Universal Pictures,USA,Comedy,47144110,PG,97,6.6,55077,2005
75000000,DreamWorks Animation,USA,Animation,193595521,PG,86,6.9,294387,2005
50000000,Warner Bros.,USA,Action,80270227,PG-13,104,5.1,68938,2005
55000000,Touchstone Pictures,USA,Drama,89707299,PG-13,98,6.2,134241,2005
85000000,Columbia Pictures Industries,USA,Drama,57490508,PG-13,145,7.4,124833,2005
30000000,New Line Cinema,USA,Biography,12712093,PG-13,135,6.7,74644,2005
30000000,Warner Bros.,Australia,Horror,32064800,R,108,5.3,100354,2005
60000000,Walt Disney Pictures,USA,Adventure,82571173,PG,94,5.5,46237,2005
15000000,Warner Bros.,USA,Comedy,4243756,R,103,7.6,188313,2005
60000000,Columbia Pictures Industries,USA,Action,26873932,PG-13,101,4.4,58727,2005
0,Touchstone Pictures,USA,Adventure,11294832,R,112,6.5,46586,2005
26000000,DreamWorks Animation,USA,Mystery,57891803,PG-13,85,6.5,99003,2005
75000000,Walt Disney Pictures,USA,Animation,128200012,PG,91,6.3,111639,2005
58000000,DreamWorks Animation,USA,Comedy,48318130,PG-13,95,6.7,87397,2005
75000000,Columbia Pictures Industries,USA,Action,46464023,PG,129,5.9,77748,2005
50000000,Walt Disney Pictures,USA,Adventure,66023816,G,101,4.8,38998,2005
70000000,Warner Bros.,USA,Comedy,43000262,PG-13,97,5.5,43996,2005
56000000,Walt Disney Pictures,Canada,Action,113086868,PG,95,5.6,72886,2005
30000000,Walt Disney Pictures,USA,Drama,51100486,R,101,5.9,73932,2005
150000000,Walt Disney Pictures,USA,Animation,135386665,G,81,5.8,70253,2005
25000000,Columbia Pictures Industries,USA,Biography,11008432,PG-13,107,7.1,46416,2005
43000000,Universal Pictures,USA,Horror,47806295,PG-13,104,6.5,93583,2005
50000000,Columbia Pictures Industries,USA,Action,18472363,PG-13,110,5.8,66598,2005
15000000,Universal Pictures,Canada,Horror,20700082,R,93,6.2,82522,2005
45000000,Universal Pictures,USA,Comedy,19377727,PG-13,134,6.4,36654,2005
50000000,Warner Bros.,USA,Drama,50824620,R,128,7,114811,2005
17500000,The Weinstein Company,USA,Animation,51386611,PG,80,6.5,48853,2005
0,Walt Disney Pictures,USA,Comedy,24381334,G,98,6,21228,2005
50000000,DreamWorks Animation,USA,Horror,76231249,PG-13,110,5.4,78527,2005
50000000,New Line Cinema,France,Action,10169202,R,127,6,59944,2005
84000000,New Line Cinema,USA,Comedy,17018422,PG,94,2.2,44519,2005
30000000,Touchstone Pictures,USA,Comedy,21835784,PG-13,107,6.6,61081,2005
60000000,New Line Cinema,Germany,Comedy,82931301,PG-13,101,5.5,47280,2005
30000000,Touchstone Pictures,USA,Drama,25473352,PG-13,105,5.6,53073,2005
35000000,Warner Bros.,USA,Drama,18324242,R,126,7.3,34660,2005
100000000,Columbia Pictures Industries,USA,Comedy,110332737,PG-13,90,6.1,117210,2005
22000000,Columbia Pictures Industries,USA,Comedy,22264487,R,83,4.6,43334,2005
85000000,Columbia Pictures Industries,USA,Comedy,62252415,PG-13,102,4.8,61436,2005
45000000,Castle Rock Entertainment,USA,Action,48478006,PG-13,115,5,56280,2005
80000000,Universal Pictures,UK,Crime,72708161,PG-13,128,6.4,89351,2005
135000000,Columbia Pictures Industries,USA,Action,32116746,PG-13,121,5,47130,2005
45000000,Universal Pictures,USA,Comedy,52580895,PG,95,5.6,31788,2005
35000000,Columbia Pictures Industries,USA,Comedy,68915888,PG-13,105,5.9,35503,2005
14000000,Walt Disney Pictures,USA,Comedy,32645546,PG,106,6.4,9001,2005
30000000,Warner Bros.,USA,Comedy,43894863,PG-13,98,5.9,27405,2005
0,Metro-Goldwyn-Mayer (MGM),USA,Comedy,36351350,PG-13,105,5.5,14248,2005
33100000,Walt Disney Pictures,USA,Comedy,16808336,PG,86,5.1,11109,2005
20000000,Universal Pictures,USA,Drama,22862049,R,122,6.2,38668,2005
25000000,Universal Pictures,USA,Comedy,16247775,PG,100,5.5,24927,2005
10000000,Universal Pictures,UK,Drama,56386759,PG-13,101,5.5,43523,2005
0,Touchstone Pictures,USA,Drama,10281585,R,106,6.4,21851,2005
9000000,New Line Cinema,USA,Comedy,18761993,R,100,6.9,19715,2005
169000,Summit Entertainment,UK,Comedy,1618957,R,99,6.8,29722,2005
32000000,DreamWorks Animation,USA,Drama,32701088,PG,106,6.9,10608,2005
33000000,New Line Cinema,Germany,Action,8326035,PG-13,83,5.5,22713,2005
40000000,Touchstone Pictures,USA,Drama,53089891,PG-13,130,8.5,943597,2006
90000000,Warner Bros.,USA,Crime,132384315,R,151,8.5,962185,2006
65000000,Warner Bros.,USA,Action,210614939,R,117,7.7,648211,2006
225000000,Walt Disney Pictures,USA,Action,423315812,PG-13,151,7.3,567704,2006
35000000,Warner Bros.,USA,Drama,10144010,PG-13,96,7.3,203187,2006
76000000,Universal Pictures,USA,Drama,35552383,R,109,7.9,391981,2006
150000000,Columbia Pictures Industries,UK,Action,167445960,PG-13,144,8,503887,2006
0,Walt Disney Pictures,USA,Adventure,438653,R,84,6.6,118217,2006
55000000,Columbia Pictures Industries,USA,Biography,163566459,PG-13,117,8,369367,2006
85000000,Columbia Pictures Industries,USA,Comedy,63224849,PG-13,138,6.9,197811,2006
20000000,DreamWorks Animation,USA,Comedy,2339735,PG-13,105,6.4,125579,2006
85000000,Universal Pictures,USA,Action,62514415,PG-13,104,6,199003,2006
125000000,Columbia Pictures Industries,USA,Mystery,217536138,PG-13,149,6.6,345008,2006
40000000,Columbia Pictures Industries,USA,Biography,15962471,PG-13,123,6.4,85914,2006
100000000,Warner Bros.,Germany,Adventure,57366262,R,143,8,430028,2006
45000000,Universal Pictures,USA,Crime,88513495,R,129,7.6,290361,2006
16000000,New Line Cinema,USA,Horror,39517763,R,91,5.9,59869,2006
17000000,Universal Pictures,UK,Action,35662731,R,109,6.7,125910,2006
24000000,Metro-Goldwyn-Mayer (MGM),USA,Drama,70270943,PG,102,7.2,174575,2006
210000000,Walt Disney Pictures,Canada,Action,234362462,PG-13,104,6.7,415430,2006
70000000,Columbia Pictures Industries,USA,Comedy,137355633,PG-13,107,6.4,263834,2006
52000000,Universal Pictures,USA,Comedy,118703275,PG-13,106,5.8,108341,2006
75000000,Touchstone Pictures,USA,Action,64038616,PG-13,126,7,258182,2006
0,Walt Disney Pictures,USA,Comedy,6088249,R,94,7,70595,2006
12000000,Touchstone Pictures,USA,Crime,65328121,PG-13,104,6.5,97712,2006
135000000,Universal Pictures,USA,Action,63450470,R,134,6,97434,2006
209000000,Warner Bros.,USA,Action,200081192,PG-13,154,6.1,249656,2006
18000000,Walt Disney Pictures,USA,Comedy,41011711,PG-13,89,5.8,71344,2006
72500000,Columbia Pictures Industries,USA,Action,148213377,PG-13,108,6.6,140305,2006
27000000,The Weinstein Company,Germany,Crime,22494487,R,110,7.8,275930,2006
110000000,Walt Disney Pictures,USA,Adventure,250863268,PG,108,6.4,257969,2006
75000000,Columbia Pictures Industries,USA,Animation,73661010,PG,91,6.6,79512,2006
160000000,Warner Bros.,USA,Action,60674817,PG-13,98,5.6,86466,2006
70000000,DreamWorks Animation,USA,Drama,103365956,PG-13,130,6.5,60034,2006
23000000,Universal Pictures,USA,Comedy,36323505,PG-13,93,6.5,110788,2006
70000000,Metro-Goldwyn-Mayer (MGM),UK,Drama,5971336,R,114,4.2,32861,2006
26000000,New Line Cinema,USA,Drama,5463019,R,136,7.6,96259,2006
65000000,Columbia Pictures Industries,UK,Adventure,71726025,PG,99,5.5,49145,2006
90000000,Universal Pictures,USA,Drama,59952835,R,167,6.7,90199,2006
65000000,Warner Bros.,USA,Drama,43545364,PG,131,7.1,50115,2006
70000000,Warner Bros.,USA,Drama,42285169,PG-13,110,5.6,84057,2006
19000000,DreamWorks Animation,USA,Drama,13756082,R,141,7.9,139014,2006
38000000,Columbia Pictures Industries,USA,Comedy,40137776,PG-13,113,7.6,196901,2006
100000000,Warner Bros.,USA,Animation,198000317,PG,108,6.5,144200,2006
40000000,Walt Disney Pictures,USA,Adventure,81612565,PG,120,7.3,52356,2006
40000000,Warner Bros.,USA,Drama,52330111,PG,99,6.8,121026,2006
90000000,DreamWorks Animation,USA,Drama,33602376,R,135,7.1,106291,2006
80000000,DreamWorks Animation,USA,Animation,155019340,PG,83,6.8,136214,2006
25000000,New Line Cinema,Germany,Horror,54098051,R,93,5.8,110532,2006
15000000,Universal Pictures,USA,Drama,31567134,R,111,7.6,87699,2006
10000000,Metro-Goldwyn-Mayer (MGM),USA,Adventure,5490423,PG-13,120,7.3,89482,2006
33000000,New Line Cinema,Germany,Action,34020814,R,105,5.6,120282,2006
40000000,Walt Disney Pictures,USA,Biography,57789574,PG,105,7.1,55713,2006
40000000,Warner Bros.,USA,Horror,23643531,PG-13,102,3.7,56253,2006
20000000,Walt Disney Pictures,USA,Action,18843314,PG-13,92,4.7,28911,2006
17500000,Warner Bros.,USA,Comedy,19185184,R,110,6.3,57005,2006
50000000,Universal Pictures,Germany,Crime,22518325,R,121,5.6,65604,2006
25000000,Walt Disney Pictures,USA,Horror,54607383,R,110,5.5,50944,2006
70000000,Touchstone Pictures,USA,Action,55011732,PG-13,139,6.9,78977,2006
65000000,Metro-Goldwyn-Mayer (MGM),USA,Adventure,82226474,PG,93,5.6,70105,2006
15000000,Summit Entertainment,UK,Comedy,10011274,PG,104,6.8,53683,2006
0,Walt Disney Pictures,USA,Drama,14732623,PG-13,100,6.9,46906,2006
55000000,Columbia Pictures Industries,Germany,Drama,7221458,PG-13,128,6.2,21583,2006
80000000,Walt Disney Pictures,USA,Animation,195330621,PG,91,6.9,211943,2006
5000000,The Weinstein Company,USA,Comedy,24138847,R,97,7.4,119342,2006
0,Columbia Pictures Industries,USA,Comedy,15269668,PG-13,112,6,19855,2006
17000000,New Line Cinema,Germany,Action,6855137,R,122,7.4,91057,2006
17000000,Universal Pictures,France,Comedy,275380,R,145,5.5,33669,2006
20000000,The Weinstein Company,USA,Horror,20259297,PG-13,90,4.7,25920,2006
30000000,Columbia Pictures Industries,USA,Crime,38432823,PG-13,125,6.9,35771,2006
85000000,Columbia Pictures Industries,USA,Animation,85105259,PG,86,6.2,71052,2006
0,Walt Disney Pictures,USA,Biography,42643187,PG,118,7.2,37118,2006
50000000,Warner Bros.,USA,Crime,48751189,PG-13,105,5.8,51779,2006
54000000,Universal Pictures,USA,Comedy,75628110,PG-13,110,5.6,71458,2006
20000000,Columbia Pictures Industries,USA,Horror,39143839,PG-13,102,5,41311,2006
60000000,Walt Disney Pictures,USA,Action,36280697,PG-13,108,6.1,43940,2006
30000000,New Line Cinema,USA,Drama,34742066,PG-13,118,6.7,22722,2006
40000000,Walt Disney Pictures,USA,Comedy,70165972,PG-13,99,4.6,34616,2006
12000000,Walt Disney Pictures,USA,Adventure,84500122,G,97,4.7,24317,2006
14000000,The Weinstein Company,USA,Biography,11242801,R,117,7,39109,2006
7000000,The Weinstein Company,USA,Biography,1661464,R,99,6.4,19204,2006
0,Metro-Goldwyn-Mayer (MGM),USA,Comedy,4261350,R,97,4.8,20196,2006
12000000,Lionsgate,USA,Comedy,28435406,PG-13,103,5.5,39328,2006
60000000,Walt Disney Pictures,UK,Animation,28426747,PG,82,5,30758,2006
50000000,Warner Bros.,USA,Animation,28142535,PG,88,5.9,31986,2006
17000000,Universal Pictures,USA,Comedy,7191830,PG-13,107,5.5,23173,2006
26000000,Touchstone Pictures,USA,Drama,17127992,PG-13,108,5.8,18618,2006
13000000,Warner Bros.,USA,Adventure,10996440,PG,104,6.3,20587,2006
0,Lionsgate,Canada,Action,1018965,R,110,4.6,12056,2006
20000000,Universal Pictures,USA,Comedy,37442180,PG-13,115,6.2,29068,2006
26000000,Warner Bros.,USA,Adventure,16647384,PG,90,5.1,8970,2006
150000000,DreamWorks Animation,USA,Action,319071806,PG-13,144,7.1,541000,2007
150000000,Warner Bros.,UK,Adventure,292004738,PG-13,138,7.5,396738,2007
0,Universal Pictures,UK,Action,23637265,R,121,7.9,385466,2007
300000000,Walt Disney Pictures,USA,Action,309420425,PG-13,169,7.1,514191,2007
20000000,Columbia Pictures Industries,USA,Comedy,121463226,R,113,7.6,450691,2007
150000000,Warner Bros.,USA,Drama,256386216,PG-13,101,7.2,579646,2007
30000000,Warner Bros.,USA,Drama,31655091,PG,114,7.5,92924,2007
0,New Line Cinema,USA,Crime,39015018,R,113,7.2,152773,2007
30000000,Universal Pictures,UK,Drama,50927067,R,123,7.8,207447,2007
258000000,Columbia Pictures Industries,USA,Action,336530303,PG-13,139,6.2,416842,2007
75000000,New Line Cinema,USA,Comedy,118871849,PG,117,6.7,104717,2007
30000000,Warner Bros.,USA,Biography,3904982,R,160,7.5,146553,2007
85000000,Walt Disney Pictures,USA,Animation,127807262,PG,107,7.1,153161,2007
180000000,New Line Cinema,UK,Adventure,70107728,PG-13,113,6.1,157342,2007
100000000,Universal Pictures,USA,Biography,130164645,R,157,7.8,342994,2007
50000000,DreamWorks Animation,USA,Drama,52898073,R,116,7.4,301732,2007
110000000,Universal Pictures,USA,Action,227471070,PG-13,115,8.1,537243,2007
30000000,Universal Pictures,USA,Comedy,148734225,R,129,7,313748,2007
24000000,Walt Disney Pictures,France,Action,39687694,R,100,6.3,146777,2007
110000000,Walt Disney Pictures,USA,Action,134529403,PG-13,128,7.2,352297,2007
110000000,Columbia Pictures Industries,USA,Action,115802596,PG-13,114,5.2,194164,2007
10000000,Lionsgate,USA,Horror,17609452,R,94,5.5,74531,2007
20000000,DreamWorks Animation,USA,Drama,80209692,PG-13,105,6.9,196330,2007
32000000,New Line Cinema,USA,Mystery,35193167,R,101,6.4,174137,2007
140000000,New Line Cinema,USA,Action,140125968,PG-13,91,6.2,130138,2007
55000000,Lionsgate,USA,Adventure,53606916,R,122,7.7,252471,2007
160000000,DreamWorks Animation,USA,Animation,320706665,PG,93,6.1,230142,2007
175000000,Universal Pictures,USA,Comedy,100462298,PG,96,5.4,121468,2007
12000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,5972884,PG-13,106,7.4,122310,2007
40000000,Walt Disney Pictures,USA,Action,41797066,R,94,4.7,100087,2007
20000000,Universal Pictures,USA,Horror,16809076,R,89,6.2,73126,2007
32000000,Columbia Pictures Industries,USA,Horror,39568996,R,113,6.6,146606,2007
85000000,Warner Bros.,USA,Crime,117154724,PG-13,122,6.9,274708,2007
150000000,DreamWorks Animation,USA,Animation,126631277,PG,91,6.1,115409,2007
45000000,Warner Bros.,USA,Adventure,93466502,PG-13,97,7.4,198697,2007
60000000,DreamWorks Animation,USA,Comedy,36787257,R,116,5.8,75859,2007
20000000,Metro-Goldwyn-Mayer (MGM),USA,Crime,28476219,R,120,7.3,129919,2007
75000000,Walt Disney Pictures,USA,Animation,183135014,PG-13,87,7.4,273363,2007
75000000,Universal Pictures,USA,Biography,66661095,R,102,7.1,94070,2007
22000000,Walt Disney Pictures,USA,Comedy,90648202,PG,110,6.2,48000,2007
85000000,Universal Pictures,USA,Comedy,120059556,PG-13,115,6,126092,2007
130000000,Walt Disney Pictures,USA,Action,131921738,PG,92,5.6,223740,2007
25000000,Touchstone Pictures,USA,Comedy,47642963,PG-13,98,6.8,89881,2007
39000000,New Line Cinema,USA,Action,12807139,R,86,6.7,134902,2007
130000000,Walt Disney Pictures,USA,Action,219964115,PG,124,6.5,193052,2007
25000000,Lionsgate,USA,Comedy,34925283,R,101,5.6,77598,2007
61000000,DreamWorks Animation,USA,Comedy,118594548,PG-13,100,6.3,137537,2007
60000000,DreamWorks Animation,USA,Comedy,95673607,PG-13,100,4,56668,2007
